Assembly name,version,Species name,Common name,Ploidy=Chr,haplotype,NCBI GenBank ID,Link (download),assembly quality (ie: Gold  draft  etc),Sequencer Reads,Assembly Method,Total Length (bp),N50 Length (bp),L50 (#),Contig (#),Number of Gaps,Link (FTP),Publication (PUBMED ID)
CSryeB_assembly,,Secale cereale,rye,2n=,haploid,GCA_964027155.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964027155.1/,Chromosome,PromethION  PacBio Revio  Illumina NovaSeq 6000,hifiasm,429625217,60109561,3,38,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/027/155/GCA_964027155.1_CSryeB_assembly/GCA_964027155.1_CSryeB_assembly_genomic.fna.gz,na
ASM3523358v1,,Antiaris toxicaria,jian xue feng hou,2n=,haploid,GCA_035233585.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_035233585.1/,Chromosome,Illumina; PacBio Sequel,Hifiasm v. v. 0.16.1-r375,681994800,60259137,4,17,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/233/585/GCA_035233585.1_ASM3523358v1/GCA_035233585.1_ASM3523358v1_genomic.fna.gz,na
ASM3687253v1,,Brachypodium distachyon,stiff brome,2n=,haploid,GCA_036872535.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036872535.1/,Chromosome,PacBio,hifiasm v. v0.16.1-r375,274750009,60349883,3,7,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/872/535/GCA_036872535.1_ASM3687253v1/GCA_036872535.1_ASM3687253v1_genomic.fna.gz,na
Chenopodium_quinoa_Javi,,Chenopodium quinoa,quinoa,2n=,haploid,GCA_963513835.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963513835.1/,Chromosome,PacBio_Bionano,hifiasm,1313053995,61012816,10,606,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/513/835/GCA_963513835.1_Chenopodium_quinoa_Javi/GCA_963513835.1_Chenopodium_quinoa_Javi_genomic.fna.gz,na
ASM4057148v1,,Chenopodium quinoa,quinoa,2n=,haploid,GCA_040571485.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040571485.1/,Chromosome,PacBio Sequel,hifiasm v. 16.1; bionano solve v. 3.6; ragtag v. 2.10,1288063855,61199956,9,89,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/571/485/GCA_040571485.1_ASM4057148v1/GCA_040571485.1_ASM4057148v1_genomic.fna.gz,na
ASM2073956v1,,Cenchrus americanus,bulrush millet,2n=,haploid,GCA_020739565.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_020739565.1/,Chromosome,NA,Hifiasm v. 0.13-r308,1908341774,61623466,11,206,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/739/565/GCA_020739565.1_ASM2073956v1/GCA_020739565.1_ASM2073956v1_genomic.fna.gz,na
Teosinte,,Zea mays subsp. parviglumis,teosinte,2n=,haploid,GCA_025175245.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_025175245.1/,Chromosome,Hi-Fi; Hi-C,hifiasm v. 0.15.2,2435201820,62294113,14,521,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/175/245/GCA_025175245.1_Teosinte/GCA_025175245.1_Teosinte_genomic.fna.gz,na
JYZ_01,,Rosa laevigata,Cherokee rose,2n=,haploid,GCA_040669985.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040669985.1/,Chromosome,PacBio Sequel,hifiasm v. 0.16.1,494049163,63109788,4,58,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/669/985/GCA_040669985.1_JYZ_01/GCA_040669985.1_JYZ_01_genomic.fna.gz,na
ASM2393514v1,,Bretschneidera sinensis,NA,2n=,haploid,GCA_023935145.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_023935145.1/,Chromosome,PacBio,Hifiasm v. 0.15.4-r347,1213724607,64134882,7,589,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/935/145/GCA_023935145.1_ASM2393514v1/GCA_023935145.1_ASM2393514v1_genomic.fna.gz,35701375
ASM4095487v1,,Beckmannia syzigachne,NA,2n=,haploid,GCA_040954875.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040954875.1/,Chromosome,PacBio RSII,Hifiasm v. 1.0,3191659029,64242125,11,4308,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/954/875/GCA_040954875.1_ASM4095487v1/GCA_040954875.1_ASM4095487v1_genomic.fna.gz,na
ASM4057140v1,,Chenopodium quinoa,quinoa,2n=,haploid,GCA_040571405.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040571405.1/,Chromosome,PacBio Sequel,hifiasm v. 16.1; bionano solve v. 3.6; ragtag v. 2.10,1282583328,64501058,9,97,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/571/405/GCA_040571405.1_ASM4057140v1/GCA_040571405.1_ASM4057140v1_genomic.fna.gz,na
Chenopodium_quinoa_0321072RM,,Chenopodium quinoa,quinoa,2n=,haploid,GCA_963513555.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963513555.1/,Chromosome,PacBio_Bionano,hifiasm,1310752161,64501058,9,754,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/513/555/GCA_963513555.1_Chenopodium_quinoa_0321072RM/GCA_963513555.1_Chenopodium_quinoa_0321072RM_genomic.fna.gz,na
ASM3044515v1,,Quercus variabilis,NA,2n=,haploid,GCA_030445155.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030445155.1/,Chromosome,PacBio Sequel; Oxford Nanopore PromethION,hifiasm v. 0.16.1-r375; nextdenovo v. v2.4.0; 3d-dna v. 180922,788199256,64884478,5,15,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/445/155/GCA_030445155.1_ASM3044515v1/GCA_030445155.1_ASM3044515v1_genomic.fna.gz,na
FRR_PoAnn_1.0,,Poa annua,NA,2n=,haploid,GCA_026929855.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_026929855.1/,Chromosome,PacBio RSII,hifiasm v. 0.14-r312,1779745836,65428113,8,188,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/929/855/GCA_026929855.1_FRR_PoAnn_1.0/GCA_026929855.1_FRR_PoAnn_1.0_genomic.fna.gz,na
Zm-CG44-Draft-G2F-1.0,,Zea mays subsp. mays,maize,2n=,haploid,GCA_963675025.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963675025.1/,Contig,PacBio SEQUEL II,hifiasm 0.16.1-r375,2248119447,65806918,13,623,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/675/025/GCA_963675025.1_Zm-CG44-Draft-G2F-1.0/GCA_963675025.1_Zm-CG44-Draft-G2F-1.0_genomic.fna.gz,na
HanIRr1.0-20201123,,Helianthus annuus,common sunflower,2n=,haploid,GCA_026651695.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_026651695.1/,Chromosome,PacBio Sequel,CANU v. 1.9,3041986324,65983292,15,158,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/651/695/GCA_026651695.1_HanIRr1.0-20201123/GCA_026651695.1_HanIRr1.0-20201123_genomic.fna.gz,na
Cqu_J075_1.0,,Chenopodium quinoa,quinoa,2n=,haploid,GCA_045865795.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_045865795.1/,Scaffold,PacBio Sequel II,RagTag v. 2.1.0,1292911447,66269240,9,155,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/045/865/795/GCA_045865795.1_Cqu_J075_1.0/GCA_045865795.1_Cqu_J075_1.0_genomic.fna.gz,na
ASM4671852v1,,Chenopodium opulifolium,NA,2n=,haploid,GCA_046718525.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_046718525.1/,Chromosome,PacBio Sequel,HiFiasm v. 19,1837274044,66324391,12,310,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/718/525/GCA_046718525.1_ASM4671852v1/GCA_046718525.1_ASM4671852v1_genomic.fna.gz,na
ASM2352597v1,,Smallanthus sonchifolius,NA,2n=,haploid,GCA_023525975.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_023525975.1/,Chromosome,PacBio HiFi,Hifiasm v. 0.14.2,2716317230,66499177,15,562,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/525/975/GCA_023525975.1_ASM2352597v1/GCA_023525975.1_ASM2352597v1_genomic.fna.gz,na
ASM3040736v1,,Solanum americanum,NA,2n=,haploid,GCA_030407365.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030407365.1/,Chromosome,PacBio CCS,HiFiasm v. 0.13,1068868885,66578129,7,298,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/407/365/GCA_030407365.1_ASM3040736v1/GCA_030407365.1_ASM3040736v1_genomic.fna.gz,na
Humb_v1,,Helichrysum umbraculigerum,NA,2n=,haploid,GCA_949592205.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_949592205.1/,Scaffold,PACBIO_SMRT ILLUMINA,hifiasm,1315046614,66743525,6,469,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/592/205/GCA_949592205.1_Humb_v1/GCA_949592205.1_Humb_v1_genomic.fna.gz,na
Zm-PDJ-REFERENCE-HiLo-1.0,,Zea mays subsp. mays,maize,2n=,haploid,GCA_964199765.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964199765.1/,Chromosome,PacBio SEQUEL II,HiFiASM,2310062345,66934803,11,202,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/199/765/GCA_964199765.1_Zm-PDJ-REFERENCE-HiLo-1.0/GCA_964199765.1_Zm-PDJ-REFERENCE-HiLo-1.0_genomic.fna.gz,na
ASM2432228v1,,Musa beccarii,NA,2n=,haploid,GCA_024322285.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_024322285.1/,Chromosome,Oxford Nanopore PromethION,NextDenovo v. 2.3.1,569617269,67088101,4,451,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/322/285/GCA_024322285.1_ASM2432228v1/GCA_024322285.1_ASM2432228v1_genomic.fna.gz,na
ASM3990586v1,,Camellia crapnelliana,NA,2n=,haploid,GCA_039905865.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_039905865.1/,Chromosome,PacBio RSII,HiFiasm v. 0.16.1,2944052817,67500000,15,809,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/905/865/GCA_039905865.1_ASM3990586v1/GCA_039905865.1_ASM3990586v1_genomic.fna.gz,na
Posidonia oceanica var. Po_2 version 1.0,,Posidonia oceanica,NA,2n=,haploid,GCA_037176725.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_037176725.1/,Scaffold,PacBio CCS,HiFiAsm v. 0.11,2962985811,67525845,13,81,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/176/725/GCA_037176725.1_Posidonia_oceanica_var._Po_2_version_1.0/GCA_037176725.1_Posidonia_oceanica_var._Po_2_version_1.0_genomic.fna.gz,na
Zm-CG108-Draft-G2F-1.0,,Zea mays subsp. mays,maize,2n=,haploid,GCA_963675005.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963675005.1/,Contig,PacBio SEQUEL II,hifiasm 0.16.1-r375,2257654283,67549055,10,619,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/675/005/GCA_963675005.1_Zm-CG108-Draft-G2F-1.0/GCA_963675005.1_Zm-CG108-Draft-G2F-1.0_genomic.fna.gz,na
ddEupLath1.1,,Euphorbia lathyris,NA,2n=,haploid,GCA_963576675.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963576675.1/,Chromosome,PacBio Arima2,various,1020384506,67695088,6,57,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/576/675/GCA_963576675.1_ddEupLath1.1/GCA_963576675.1_ddEupLath1.1_genomic.fna.gz,na
lpBroTect1.o.p,,Bromus tectorum,Dachtrespe,2n=,haploid,GCA_042919945.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_042919945.1/,Scaffold,Illumina NovaSeq; PacBio Sequel; Dovetail Omni-C,HiFiasm v. 0.19.5-r592; SALSA v. 2; YAGCloser v. https://github.com/merlyescalona/yagcloser (commit 23d4fe9); Rapid curation v. https://gitlab.com/wtsi-grit/rapid-curation (commit 4ddca450),2188567190,68116191,9,375,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/919/945/GCA_042919945.1_lpBroTect1.o.p/GCA_042919945.1_lpBroTect1.o.p_genomic.fna.gz,na
ASM4014351v1,,Solanum lycopersicum,tomato,2n=,haploid,GCA_040143515.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040143515.1/,Chromosome,Illumina NovaSeq 6000; PacBio Sequel II,HiFiasm v. 0.16.0; ALLHIC v. 0.9.13,823014475,68327771,6,21,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/143/515/GCA_040143515.1_ASM4014351v1/GCA_040143515.1_ASM4014351v1_genomic.fna.gz,na
lpPolViri1.hap1.1,,Polypogon viridis,water bent grass,2n=,haploid,GCA_964234905.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964234905.1/,Chromosome,PacBio Arima2,various,2853284428,68392590,14,252,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/234/905/GCA_964234905.1_lpPolViri1.hap1.1/GCA_964234905.1_lpPolViri1.hap1.1_genomic.fna.gz,na
MbTMVv1,,Solanum lycopersicum,tomato,2n=,haploid,GCA_915070445.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_915070445.1/,Chromosome,NA,NA,833003584,68473248,6,66,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/915/070/445/GCA_915070445.1_MbTMVv1/GCA_915070445.1_MbTMVv1_genomic.fna.gz,na
ASM2146168v1,,Gossypium hirsutum,cotton,2n=,haploid,GCA_021461685.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_021461685.1/,Chromosome,PacBio Sequel,hifiasm v. 0.13-r307,2422292118,68797300,12,2886,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/461/685/GCA_021461685.1_ASM2146168v1/GCA_021461685.1_ASM2146168v1_genomic.fna.gz,34849785
KIB_Fhip_1.0,,Hippophae rhamnoides,sea buckthorn,2n=,haploid,GCA_033030585.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_033030585.1/,Chromosome,MGISEQ-T7,nextdenovo v. 2.5.0; nextpolish v. 1.4.1; purge-dups v. 1.2.5; HIC-pro v. 3.1.0,752060844,69292041,5,71,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/030/585/GCA_033030585.1_KIB_Fhip_1.0/GCA_033030585.1_KIB_Fhip_1.0_genomic.fna.gz,na
lpPolViri1.hap2.1,,Polypogon viridis,water bent grass,2n=,haploid,GCA_964234865.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964234865.1/,Scaffold,PacBio Arima2,various,2840234297,69603968,13,303,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/234/865/GCA_964234865.1_lpPolViri1.hap2.1/GCA_964234865.1_lpPolViri1.hap2.1_genomic.fna.gz,na
Maize.hicanu,,Zea mays,maize,2n=,haploid,GCA_933823745.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_933823745.1/,Contig,NA,NA,2201616818,69625068,10,480,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/933/823/745/GCA_933823745.1_Maize.hicanu/GCA_933823745.1_Maize.hicanu_genomic.fna.gz,na
MorexV3_pseudomolecules_assembly,,Hordeum vulgare subsp. vulgare,domesticated barley,2n=,haploid,GCA_904849725.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_904849725.1/,Chromosome,NA,NA,4224251725,69630691,15,452,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/849/725/GCA_904849725.1_MorexV3_pseudomolecules_assembly/GCA_904849725.1_MorexV3_pseudomolecules_assembly_genomic.fna.gz,na
ASM3354697v1,,Sorghum bicolor,sorghum,2n=,haploid,GCA_033546975.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_033546975.1/,Complete Genome,Oxford Nanopore PromethION; PacBio Sequel; HiC,Hifiasm v. 0.19.7-r598,726888120,70702946,5,10,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/546/975/GCA_033546975.1_ASM3354697v1/GCA_033546975.1_ASM3354697v1_genomic.fna.gz,na
ASM3354695v1,,Sorghum bicolor,sorghum,2n=,haploid,GCA_033546955.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_033546955.1/,Complete Genome,Oxford Nanopore PromethION; PacBio Sequel; HiC,Hifiasm v. 0.19.7-r598,724366872,70869005,5,10,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/546/955/GCA_033546955.1_ASM3354695v1/GCA_033546955.1_ASM3354695v1_genomic.fna.gz,na
ASM4026752v1,,Sorghum bicolor,sorghum,2n=,haploid,GCA_040267525.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040267525.1/,Complete Genome,PacBio Sequel II; Oxford Nanopore PromethION; DNBSEQ-G400,HiFiasm v. 0.19.5,724849160,71062133,5,10,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/267/525/GCA_040267525.1_ASM4026752v1/GCA_040267525.1_ASM4026752v1_genomic.fna.gz,na
drVicSati1.hap2.1,,Vicia sativa,tare,2n=,haploid,GCA_964197585.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964197585.1/,Scaffold,PacBio Arima2,various,1751123975,72199141,8,179,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/197/585/GCA_964197585.1_drVicSati1.hap2.1/GCA_964197585.1_drVicSati1.hap2.1_genomic.fna.gz,na
Ep-USBG2016-0302-DRAFT-NextGenCassava-1.0,,Euphorbia pulcherrima,poinsettia,2n=,haploid,GCA_947683365.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_947683365.1/,Contig,PacBio SEQUEL II,Hifiasm 0.15.1-r334,778653895,73781891,5,17,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/683/365/GCA_947683365.1_Ep-USBG2016-0302-DRAFT-NextGenCassava-1.0/GCA_947683365.1_Ep-USBG2016-0302-DRAFT-NextGenCassava-1.0_genomic.fna.gz,na
ASM2352574v1,,Arctium lappa,great burdock,2n=,haploid,GCA_023525745.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_023525745.1/,Chromosome,PacBio HiFi,Hifiasm v. 0.14.2,1727353248,74692580,9,309,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/525/745/GCA_023525745.1_ASM2352574v1/GCA_023525745.1_ASM2352574v1_genomic.fna.gz,na
ASM2364667v1,,Avena sativa,oats,2n=,haploid,GCA_023646675.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_023646675.1/,Chromosome,PromethION,Canu v. 1.8,10757433345,75273016,44,436,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/646/675/GCA_023646675.1_ASM2364667v1/GCA_023646675.1_ASM2364667v1_genomic.fna.gz,na
ASM3523456v1,,Antiaris toxicaria,jian xue feng hou,2n=,haploid,GCA_035234565.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_035234565.1/,Chromosome,Illumina; PacBio Sequel,Hifiasm v. v. 0.16.1-r375,661431722,79464572,4,20,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/234/565/GCA_035234565.1_ASM3523456v1/GCA_035234565.1_ASM3523456v1_genomic.fna.gz,na
ASM4018298v1,,Lithocarpus litseifolius,NA,2n=,haploid,GCA_040182985.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040182985.1/,Chromosome,Illumina NovaSeq; PacBio Sequel; Oxford Nanopore PromethION,HiFiasm v. 0.19.5,963782541,79818533,5,322,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/182/985/GCA_040182985.1_ASM4018298v1/GCA_040182985.1_ASM4018298v1_genomic.fna.gz,na
ASM3965491v1,,Aquilaria yunnanensis,NA,2n=,haploid,GCA_039654915.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_039654915.1/,Chromosome,PacBio Sequel,hifiasm v. v.0.14-r312,846488043,79823780,5,571,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/654/915/GCA_039654915.1_ASM3965491v1/GCA_039654915.1_ASM3965491v1_genomic.fna.gz,na
ASM4671844v1,,Chenopodium ficifolium,NA,2n=,haploid,GCA_046718445.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_046718445.1/,Chromosome,PacBio Sequel,HiFiasm v. 19,745161535,79853922,5,326,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/718/445/GCA_046718445.1_ASM4671844v1/GCA_046718445.1_ASM4671844v1_genomic.fna.gz,na
V1,,Chenopodium ficifolium,NA,2n=,haploid,GCA_046866025.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_046866025.1/,Chromosome,PacBio,hifiasm v. 0.18.5,759395893,79853924,5,779,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/866/025/GCA_046866025.1_V1/GCA_046866025.1_V1_genomic.fna.gz,na
daArcMinu1.1,,Arctium minus,NA,2n=,haploid,GCA_954870635.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_954870635.1/,Chromosome,PacBio Arima2,various,1903060816,80930584,9,44,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/954/870/635/GCA_954870635.1_daArcMinu1.1/GCA_954870635.1_daArcMinu1.1_genomic.fna.gz,na
EI_Triticum_aestivum_paragon_v2,,Triticum aestivum,bread wheat,2n=,haploid,GCA_949126075.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_949126075.1/,Chromosome,PacBio,hifiasm,14589528260,81308114,43,1171,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/126/075/GCA_949126075.1_EI_Triticum_aestivum_paragon_v2/GCA_949126075.1_EI_Triticum_aestivum_paragon_v2_genomic.fna.gz,na
ASM4014374v1,,Cnidium monnieri,NA,2n=,haploid,GCA_040143745.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040143745.1/,Chromosome,PacBio,HiFiasm v. 0.19.5,1209936476,83135773,6,1789,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/143/745/GCA_040143745.1_ASM4014374v1/GCA_040143745.1_ASM4014374v1_genomic.fna.gz,na
PSU_Pinf_1,,Poa infirma,NA,2n=,haploid,GCA_040144145.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040144145.1/,Chromosome,PacBio Sequel II,HiFiasm v. 0.3,1151714764,84543068,6,873,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/144/145/GCA_040144145.1_PSU_Pinf_1/GCA_040144145.1_PSU_Pinf_1_genomic.fna.gz,37365554
ASM3435926v1,,Canna indica,canna,2n=,haploid,GCA_034359265.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_034359265.1/,Complete Genome,Illumina HiSeq; PacBio Sequel,MECAT v. v1.3; Hifiasm v. v0.15; Canu v. v1.6,752924351,84792423,5,9,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/359/265/GCA_034359265.1_ASM3435926v1/GCA_034359265.1_ASM3435926v1_genomic.fna.gz,na
laAliPlan1.1,,Alisma plantago-aquatica,NA,2n=,haploid,GCA_963693085.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963693085.1/,Chromosome,PacBio Arima2,various,9377919883,87675000,34,485,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/693/085/GCA_963693085.1_laAliPlan1.1/GCA_963693085.1_laAliPlan1.1_genomic.fna.gz,na
ASM2146169v1,,Gossypium hirsutum,cotton,2n=,haploid,GCA_021461695.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_021461695.1/,Chromosome,PacBio Sequel,hifiasm v. 0.13-r307,2354677764,88519516,11,1798,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/461/695/GCA_021461695.1_ASM2146169v1/GCA_021461695.1_ASM2146169v1_genomic.fna.gz,34849785
Atohap1,,Antiaris toxicaria,jian xue feng hou,2n=,haploid,GCA_041409635.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_041409635.1/,Chromosome,PacBio,HiFiasm v. 0.15.4,671731483,90176558,4,19,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/409/635/GCA_041409635.1_Atohap1/GCA_041409635.1_Atohap1_genomic.fna.gz,na
Atohap2,,Antiaris toxicaria,jian xue feng hou,2n=,haploid,GCA_041409625.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_041409625.1/,Chromosome,PacBio,HiFiasm v. 0.15.4,666409083,90291041,4,23,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/409/625/GCA_041409625.1_Atohap2/GCA_041409625.1_Atohap2_genomic.fna.gz,na
Zm-CML457-REFERENCE-HiLo-1.0,,Zea mays subsp. mays,maize,2n=,haploid,GCA_963555615.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963555615.1/,Chromosome,PacBio SEQUEL II,HiFiASM,2425324804,90535160,10,146,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/555/615/GCA_963555615.1_Zm-CML457-REFERENCE-HiLo-1.0/GCA_963555615.1_Zm-CML457-REFERENCE-HiLo-1.0_genomic.fna.gz,na
Saponaria_officinalis_var_Norfolk2_v1.0,,Saponaria officinalis,common soapwort,2n=,haploid,GCA_040167595.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040167595.1/,Chromosome,PacBio,HiFiAsm v. 16.1; RACON v. 1.14,2089545981,91594072,9,170,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/167/595/GCA_040167595.1_Saponaria_officinalis_var_Norfolk2_v1.0/GCA_040167595.1_Saponaria_officinalis_var_Norfolk2_v1.0_genomic.fna.gz,na
ASM3804969v1,,Cinnamomum chago,NA,2n=,haploid,GCA_038049695.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_038049695.1/,Chromosome,Oxford Nanopore PromethION; PacBio Sequel; DNBSEQ-T7,hifiasm v. hifiasm,1060287369,92102069,5,13,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/049/695/GCA_038049695.1_ASM3804969v1/GCA_038049695.1_ASM3804969v1_genomic.fna.gz,na
drEbeCret1.4,,Ebenus cretica,NA,2n=,haploid,GCA_964291055.4,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964291055.4/,Chromosome,PacBio OmniC,Hifiasm Purge_dups Yahs,942440729,92227207,4,28,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/291/055/GCA_964291055.4_drEbeCret1.4/GCA_964291055.4_drEbeCret1.4_genomic.fna.gz,na
ASM4143038v1,,Lycium ruthenicum,NA,2n=,haploid,GCA_041430385.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_041430385.1/,Chromosome,PacBio HiFi,hifiasm v. 0.16.1,2251198759,92643068,9,699,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/430/385/GCA_041430385.1_ASM4143038v1/GCA_041430385.1_ASM4143038v1_genomic.fna.gz,na
