Assembly name,version,Species name,Common name,Ploidy=Chr,haplotype,NCBI GenBank ID,Link (download),assembly quality (ie: Gold  draft  etc),Sequencer Reads,Assembly Method,Total Length (bp),N50 Length (bp),L50 (#),Contig (#),Number of Gaps,Link (FTP),Publication (PUBMED ID)
ASM3742876v1,,Rubia yunnanensis,NA,2n=,haploid,GCA_037428765.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_037428765.1/,Chromosome,PacBio Sequel II,HiFiasm v. 0.15.3,1272169082,41755210,10,87,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/428/765/GCA_037428765.1_ASM3742876v1/GCA_037428765.1_ASM3742876v1_genomic.fna.gz,NA
ASM3707453v1,,Gleditsia sinensis,NA,2n=,haploid,GCA_037074535.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_037074535.1/,Chromosome,PacBio HiFi,Hifiasm v. 0.19.5,921423504,42062168,9,104,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/074/535/GCA_037074535.1_ASM3707453v1/GCA_037074535.1_ASM3707453v1_genomic.fna.gz,NA
ASM3054421v1,,Zantedeschia hybrid cultivar,NA,2n=,haploid,GCA_030544215.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030544215.1/,Scaffold,Pacbio HiFi; Illumina,hifiasm v. 0.16.1; ALLHiC v. Oct-2022,1154500667,42376536,10,376,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/544/215/GCA_030544215.1_ASM3054421v1/GCA_030544215.1_ASM3054421v1_genomic.fna.gz,NA
WRC_timopheevii_genome_with_organelles,,Triticum timopheevii,Sanduri wheat,2n=,haploid,GCA_963921465.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963921465.1/,Chromosome,PacBio Sequel II  Illumina NovaSeq 6000,Hifiasm  Salsa2,9350587949,42410373,47,2304,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/921/465/GCA_963921465.1_WRC_timopheevii_genome_with_organelles/GCA_963921465.1_WRC_timopheevii_genome_with_organelles_genomic.fna.gz,NA
ASM3601399v1,,Theobroma grandiflorum,NA,2n=,haploid,GCA_036013995.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036013995.1/,Chromosome,PacBio Sequel,Hifiasm v. 0.17.6 (r460),423916509,42437966,5,13,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/013/995/GCA_036013995.1_ASM3601399v1/GCA_036013995.1_ASM3601399v1_genomic.fna.gz,NA
ASM3707449v1,,Acacia confusa,NA,2n=,haploid,GCA_037074495.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_037074495.1/,Chromosome,PacBio HiFi,Hifiasm v. July-2023,563992685,42518953,6,171,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/074/495/GCA_037074495.1_ASM3707449v1/GCA_037074495.1_ASM3707449v1_genomic.fna.gz,NA
Avena_longiglumis_CN58138_v1_assembly,,Avena longiglumis,NA,2n=,haploid,GCA_910589755.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_910589755.1/,Chromosome,NA,NA,7395678204,42552144,52,1200,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/589/755/GCA_910589755.1_Avena_longiglumis_CN58138_v1_assembly/GCA_910589755.1_Avena_longiglumis_CN58138_v1_assembly_genomic.fna.gz,NA
ASM4423163v1,,Myriophyllum ussuriense,NA,2n=,haploid,GCA_044231635.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_044231635.1/,Chromosome,PacBio; Illumina,HiFiasm v. 0.14.2,304867670,42718469,4,203,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/231/635/GCA_044231635.1_ASM4423163v1/GCA_044231635.1_ASM4423163v1_genomic.fna.gz,NA
ASM3306091v1,,Euryodendron excelsum,NA,2n=,haploid,GCA_033060915.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_033060915.1/,Chromosome,PacBio,nextDenovo v. 2.3.1; pseudohaploid v. NO; Purge_Dups v. 1.2.6; racon v. 1.5.0; hapo-G v. 1.3.2; Scaffhic v. 1.1; TGS-GapCloser v. 1.2.1; Juicer v. 1.6; 3d-dna v. 201008,1059893778,42838020,11,91,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/060/915/GCA_033060915.1_ASM3306091v1/GCA_033060915.1_ASM3306091v1_genomic.fna.gz,NA
dcPerMacu1.1,,Persicaria maculosa,lady's-thumb,2n=,haploid,GCA_963922045.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963922045.1/,Chromosome,PacBio Arima2,various,1505156386,42945431,13,217,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/922/045/GCA_963922045.1_dcPerMacu1.1/GCA_963922045.1_dcPerMacu1.1_genomic.fna.gz,NA
ASM4671859v1,,Chenopodium sosnowskyi,NA,2n=,haploid,GCA_046718595.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_046718595.1/,Chromosome,PacBio Sequel,HiFiasm v. 19,911930744,43023309,10,286,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/718/595/GCA_046718595.1_ASM4671859v1/GCA_046718595.1_ASM4671859v1_genomic.fna.gz,NA
ASM3707450v1,,Albizia julibrissin,silk tree,2n=,haploid,GCA_037074505.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_037074505.1/,Chromosome,PacBio HiFi,Hifiasm v. 0.19.5,704924734,43102934,7,215,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/074/505/GCA_037074505.1_ASM3707450v1/GCA_037074505.1_ASM3707450v1_genomic.fna.gz,NA
ASM3021934v1,,Musa acuminata subsp. malaccensis,wild Malaysian banana,2n=,unresolved-diploid,GCA_030219345.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030219345.1/,Complete Genome,PacBio RSII,Hifiasm v. v0.16.1-r375,940043291,43118214,10,22,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/219/345/GCA_030219345.1_ASM3021934v1/GCA_030219345.1_ASM3021934v1_genomic.fna.gz,NA
ASM3066475v1,,Microcos paniculata,bu za ye,2n=,haploid,GCA_030664755.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030664755.1/,Chromosome,PacBio Sequel,hifiasm v. 0.19.5-r592,398891162,43438762,5,16,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/664/755/GCA_030664755.1_ASM3066475v1/GCA_030664755.1_ASM3066475v1_genomic.fna.gz,NA
ASM4528218v1,,Olea welwitschii,NA,2n=,haploid,GCA_045282185.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_045282185.1/,Contig,PacBio,Hifiasm v. 15.5,2071157740,43785462,16,1376,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/045/282/185/GCA_045282185.1_ASM4528218v1/GCA_045282185.1_ASM4528218v1_genomic.fna.gz,38626764
ASM2845589v1,,Rhodomyrtus tomentosa,NA,2n=,haploid,GCA_028455895.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_028455895.1/,Contig,Oxford Nanopore,hifiasm v. 1.0,470350250,43802537,5,11,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/455/895/GCA_028455895.1_ASM2845589v1/GCA_028455895.1_ASM2845589v1_genomic.fna.gz,NA
AT_CHR_v1.0,,Amborella trichopoda,NA,2n=,haploid,GCA_046862475.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_046862475.1/,Chromosome,PacBio Sequel,hifiasm v. 0.14,705366417,44136489,7,29,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/862/475/GCA_046862475.1_AT_CHR_v1.0/GCA_046862475.1_AT_CHR_v1.0_genomic.fna.gz,NA
ASM4269216v1,,Dalbergia candenatensis,NA,2n=,haploid,GCA_042692165.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_042692165.1/,Chromosome,PacBio,HiFiasm v. 0.16.1-r375,497548652,44149702,5,52,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/692/165/GCA_042692165.1_ASM4269216v1/GCA_042692165.1_ASM4269216v1_genomic.fna.gz,NA
daSolDulc1.2,,Solanum dulcamara,climbing nightshade,2n=,haploid,GCA_947179165.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_947179165.2/,Chromosome,PacBio Illumina Arima,various,946291005,44229464,8,143,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/179/165/GCA_947179165.2_daSolDulc1.2/GCA_947179165.2_daSolDulc1.2_genomic.fna.gz,NA
ASM4605596v1,,Cinchona calisaya,yellowbark,2n=,haploid,GCA_046055965.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_046055965.1/,Chromosome,Illumina HiSeq; PacBio,CANU v. 2,867780681,44337231,9,29,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/055/965/GCA_046055965.1_ASM4605596v1/GCA_046055965.1_ASM4605596v1_genomic.fna.gz,NA
ASM3624505v1,,Diospyros kaki,kaki persimmon,2n=,haploid,GCA_036245055.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036245055.1/,Contig,PacBio Sequel II,hifiasm v. 0.16.1,708766281,44734305,8,16,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/245/055/GCA_036245055.1_ASM3624505v1/GCA_036245055.1_ASM3624505v1_genomic.fna.gz,37414545
Cavendish_Baxijiao_AAA,,Musa acuminata AAA Group,dessert banana,2n=,unresolved-diploid,GCA_036884655.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036884655.1/,Chromosome,PacBio RSII,Hifiasm v. v0.16.1-r375,1533515047,44830321,16,1304,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/884/655/GCA_036884655.1_Cavendish_Baxijiao_AAA/GCA_036884655.1_Cavendish_Baxijiao_AAA_genomic.fna.gz,37701454
RHMOLv1,,Rhododendron molle,NA,2n=,haploid,GCA_025413875.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_025413875.1/,Chromosome,Oxford Nanopore PromethION,NextDenovo v. 2.3.0,652157761,44852950,7,30,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/413/875/GCA_025413875.1_RHMOLv1/GCA_025413875.1_RHMOLv1_genomic.fna.gz,NA
MsV1,,Magnolia sinica,NA,2n=,haploid,GCA_029962835.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_029962835.1/,Chromosome,Oxford Nanopore PromethION,SMARTdenovo v. 1.0,1838572844,44871976,14,199,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/962/835/GCA_029962835.1_MsV1/GCA_029962835.1_MsV1_genomic.fna.gz,NA
ASM3323972v1,,Echinochloa phyllopogon,NA,2n=,haploid,GCA_033239725.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_033239725.1/,Scaffold,PacBio Sequel IIe,hifiasm v. 0.16.1,1002676961,45224446,9,827,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/239/725/GCA_033239725.1_ASM3323972v1/GCA_033239725.1_ASM3323972v1_genomic.fna.gz,NA
SCBG_Mne_1.0,,Musa nagensium,NA,2n=,haploid,GCA_046630485.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_046630485.1/,Complete Genome,PacBio Sequel; Oxford Nanopore PromethION,Hifiasm v. 0.19.3; Nextdenovo v. 2.5.0,466559405,45333319,5,11,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/630/485/GCA_046630485.1_SCBG_Mne_1.0/GCA_046630485.1_SCBG_Mne_1.0_genomic.fna.gz,NA
cbTetPell17_p1.1,,Tetraphis pellucida,NA,2n=,haploid,GCA_043381265.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_043381265.1/,Contig,PacBio Revio,hicanu v. 2.2; purge_dups v. 1.2.5,514899801,46603899,5,47,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/381/265/GCA_043381265.1_cbTetPell17_p1.1/GCA_043381265.1_cbTetPell17_p1.1_genomic.fna.gz,NA
IEDA_Sros_1.0,,Solanum rostratum,NA,2n=,haploid,GCA_029948455.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_029948455.1/,Chromosome,PacBio Sequel,Hifiasm v. 0.16.0,898344072,46708969,7,311,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/948/455/GCA_029948455.1_IEDA_Sros_1.0/GCA_029948455.1_IEDA_Sros_1.0_genomic.fna.gz,NA
ASM4210015v1,,Daucus carota,carrot,2n=,haploid,GCA_042100155.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_042100155.1/,Complete Genome,PacBio Sequel II; Oxford Nanopore PromethION; Illumina NovaSeq,HiFiasm v. 0.16.1; NextDenovo v. 2.5.0; EndHiC v. 1.0.0,451035236,47190547,5,9,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/100/155/GCA_042100155.1_ASM4210015v1/GCA_042100155.1_ASM4210015v1_genomic.fna.gz,NA
ASM3098733v1,,Cornus florida,flowering dogwood,2n=,haploid,GCA_030987335.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030987335.1/,Scaffold,PacBio Sequel IIe; Illumina,HiFiasm v. 0.16.1-r375; 3d-dna v. 201008,1252993134,47358873,9,459,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/987/335/GCA_030987335.1_ASM3098733v1/GCA_030987335.1_ASM3098733v1_genomic.fna.gz,NA
ASM3086421v1,,Capsicum pubescens,manzano,2n=,haploid,GCA_030864215.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030864215.1/,Chromosome,PacBio Sequel,HiFiasm v. 0.12,3927225025,47443067,28,356,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/864/215/GCA_030864215.1_ASM3086421v1/GCA_030864215.1_ASM3086421v1_genomic.fna.gz,NA
Gn-TARS1881-DRAFT-NextGenCassava-1.0,,Garcia nutans,NA,2n=,haploid,GCA_947685225.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_947685225.1/,Contig,PacBio SEQUEL II,Hifiasm 0.15.1-r334,2183361891,48231909,18,692,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/685/225/GCA_947685225.1_Gn-TARS1881-DRAFT-NextGenCassava-1.0/GCA_947685225.1_Gn-TARS1881-DRAFT-NextGenCassava-1.0_genomic.fna.gz,NA
ASM3844276v1,,Panicum miliaceum,broom millet,2n=,haploid,GCA_038442765.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_038442765.1/,Complete Genome,PacBio Sequel II,HiFiasm v. 0.19.5; Necat v. v0.01,834678208,48261264,8,18,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/442/765/GCA_038442765.1_ASM3844276v1/GCA_038442765.1_ASM3844276v1_genomic.fna.gz,NA
ASM4404858v1,,Phyllostachys violascens,NA,2n=,haploid,GCA_044048585.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_044048585.1/,Chromosome,PacBio Sequel II,HiFiasm v. 0.19.9,1920897499,48313727,15,65,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/048/585/GCA_044048585.1_ASM4404858v1/GCA_044048585.1_ASM4404858v1_genomic.fna.gz,NA
Perrie_v1.0,,Ocimum basilicum,sweet basil,2n=,haploid,GCA_046254565.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_046254565.1/,Chromosome,PacBio,Hifiasm v. 0.16.1-r375,2167051045,48770189,16,1070,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/254/565/GCA_046254565.1_Perrie_v1.0/GCA_046254565.1_Perrie_v1.0_genomic.fna.gz,NA
ASM2253091v1,,Paspalum notatum,Bahia grass,2n=,haploid,GCA_022530915.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_022530915.1/,Chromosome,PacBio,PacBio HiFi v. 0.12,540927938,48998780,5,95,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/530/915/GCA_022530915.1_ASM2253091v1/GCA_022530915.1_ASM2253091v1_genomic.fna.gz,NA
ASM4058345v1,,Musella lasiocarpa,NA,2n=,haploid,GCA_040583455.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040583455.1/,Chromosome,PacBio Sequel; Oxford Nanopore PromethION,Hifiasm v. 0.18.0,495722700,49080785,5,320,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/583/455/GCA_040583455.1_ASM4058345v1/GCA_040583455.1_ASM4058345v1_genomic.fna.gz,NA
Dgra_v1_pri,,Dittrichia graveolens,NA,2n=,haploid,GCA_038502395.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_038502395.1/,Scaffold,PacBio Sequel II; NextSeq 550,Hifiasm  3D-DNA v. 0.16.1-r375  180922,834853021,49414000,7,407,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/502/395/GCA_038502395.1_Dgra_v1_pri/GCA_038502395.1_Dgra_v1_pri_genomic.fna.gz,37262429
ASM3970765v1,,Elymus sibiricus,NA,2n=,haploid,GCA_039707655.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_039707655.1/,Chromosome,PacBio HiFi; MGISEQ-2000; DNBSEQ-T7,HiFiasm v. 0.19.6,6898892898,49518364,37,418,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/707/655/GCA_039707655.1_ASM3970765v1/GCA_039707655.1_ASM3970765v1_genomic.fna.gz,39060306
BTMC_D.rupestre_1.0,,Dracocephalum rupestre,NA,2n=,haploid,GCA_040181865.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040181865.1/,Chromosome,PacBio,HiFiasm v. 0.19.6,435417914,49830734,4,215,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/181/865/GCA_040181865.1_BTMC_D.rupestre_1.0/GCA_040181865.1_BTMC_D.rupestre_1.0_genomic.fna.gz,NA
Chamomilla_reference_assembly_v1,,Matricaria chamomilla var. recutita,German chamomile,2n=,haploid,GCA_963920955.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963920955.1/,Chromosome,Illumina Novaseq 6000  PacBio Sequel II,TRITEX  hifiasm,2757670726,50350694,16,2662,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/920/955/GCA_963920955.1_Chamomilla_reference_assembly_v1/GCA_963920955.1_Chamomilla_reference_assembly_v1_genomic.fna.gz,NA
ASM2654522v1,,Cornus controversa,NA,2n=,haploid,GCA_026545225.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_026545225.1/,Chromosome,Illumina MiSeq,SOAPdenovo v. 2.3,771780513,50611092,7,107,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/545/225/GCA_026545225.1_ASM2654522v1/GCA_026545225.1_ASM2654522v1_genomic.fna.gz,NA
ASM3041176v1,,Eleusine indica,goosegrass,2n=,haploid,GCA_030411765.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030411765.1/,Chromosome,PacBio RSII,FALCON v. 01,560405648,51198921,5,60,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/411/765/GCA_030411765.1_ASM3041176v1/GCA_030411765.1_ASM3041176v1_genomic.fna.gz,36865158
GAP_Taslan_0.1,,Tasmannia lanceolata,NA,2n=,haploid,GCA_043159265.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_043159265.1/,Contig,PacBio,HiFiasm v. OCT-2022,972038906,51298634,8,1337,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/159/265/GCA_043159265.1_GAP_Taslan_0.1/GCA_043159265.1_GAP_Taslan_0.1_genomic.fna.gz,NA
ASM4008383v1,,Glycine soja,wild soybean,2n=,haploid,GCA_040083835.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040083835.1/,Complete Genome,Illumina; Pacbio HiFi; ONT_Ultra-long; Hi-C,Hifiasm v. 0.18.5-r500,1008523555,51965791,10,20,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/083/835/GCA_040083835.1_ASM4008383v1/GCA_040083835.1_ASM4008383v1_genomic.fna.gz,NA
ASM4656330v1,,Solanum acaule,NA,2n=,haploid,GCA_046563305.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_046563305.1/,Chromosome,PacBio Sequel,Canu v. 2.2; Flye v. 2.9-b1774; NextDenovo v. 2.5.0,695541198,51991945,7,258,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/563/305/GCA_046563305.1_ASM4656330v1/GCA_046563305.1_ASM4656330v1_genomic.fna.gz,NA
ABRC_BoA_1,,Brassica oleracea,wild cabbage,2n=,haploid,GCA_046630355.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_046630355.1/,Chromosome,Oxford Nanopore,Canu v. 2.0,562875583,52188377,5,289,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/630/355/GCA_046630355.1_ABRC_BoA_1/GCA_046630355.1_ABRC_BoA_1_genomic.fna.gz,NA
ASM3707458v1,,Biancaea sappan,sappanwood,2n=,haploid,GCA_037074585.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_037074585.1/,Chromosome,PacBio HiFi,Hifiasm v. 0.19.5,870047267,52252475,7,167,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/074/585/GCA_037074585.1_ASM3707458v1/GCA_037074585.1_ASM3707458v1_genomic.fna.gz,NA
BYU_p_eatonii_888,,Penstemon eatonii,NA,2n=,haploid,GCA_038501285.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_038501285.1/,Chromosome,PacBio Revio,hifiasm v. 0.19.5; YaHS v. Oct-2023; Juicebox v. Oct-2023,626185066,52446204,5,1358,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/501/285/GCA_038501285.1_BYU_p_eatonii_888/GCA_038501285.1_BYU_p_eatonii_888_genomic.fna.gz,NA
Gmax-GtJack-RS1,,Glycine max,soybean,2n=,haploid,GCA_033623075.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_033623075.1/,Complete Genome,PacBio,FALCON v. falcon-kit 1.3.0; MECAT2 v. 20190314; CANU v. 2.0; Hifiasm v. 0.10-r299; Wtdbg2 v. 2.5; Flye v. 2.7-b1585,1011764152,52460833,10,20,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/623/075/GCA_033623075.1_Gmax-GtJack-RS1/GCA_033623075.1_Gmax-GtJack-RS1_genomic.fna.gz,NA
ASM4528209v1,,Olea europaea subsp. laperrinei,NA,2n=,haploid,GCA_045282095.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_045282095.1/,Contig,PacBio,HiFiasm v. 15.5,1409313448,52466753,11,168,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/045/282/095/GCA_045282095.1_ASM4528209v1/GCA_045282095.1_ASM4528209v1_genomic.fna.gz,38626764
ASM3976418v1,,Tamarix austromongolica,NA,2n=,haploid,GCA_039764185.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_039764185.1/,Chromosome,PacBio Sequel,HiFiasm v. 0.14,1327403378,52575135,11,607,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/764/185/GCA_039764185.1_ASM3976418v1/GCA_039764185.1_ASM3976418v1_genomic.fna.gz,NA
ASM3076508v1,,Allium cepa,onion,2n=,haploid,GCA_030765085.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030765085.1/,Chromosome,PacBio RSII,Hifiasm v. 0.9-r289,15930099777,52991057,84,3013,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/765/085/GCA_030765085.1_ASM3076508v1/GCA_030765085.1_ASM3076508v1_genomic.fna.gz,NA
ASM3323912v1,,Fagopyrum homotropicum,NA,2n=,haploid,GCA_033239125.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_033239125.1/,Scaffold,PacBio Seque II,hifiasm v. 0.7.0,1244842665,54055383,9,464,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/239/125/GCA_033239125.1_ASM3323912v1/GCA_033239125.1_ASM3323912v1_genomic.fna.gz,37563460
Gp_T2Tv1.0,,Gynostemma pentaphyllum,jiaogulan,2n=,haploid,GCA_046127195.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_046127195.1/,Chromosome,PacBio Sequel,Hifiasm v. 0.16.0; Canu v. 2.1.1,623535357,54421998,6,147,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/127/195/GCA_046127195.1_Gp_T2Tv1.0/GCA_046127195.1_Gp_T2Tv1.0_genomic.fna.gz,NA
ASM3399678v1,,Trichosanthes truncata,NA,2n=,haploid,GCA_033996785.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_033996785.1/,Scaffold,PacBio,FALCON v. MAY-2023,637409204,56068349,5,16,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/996/785/GCA_033996785.1_ASM3399678v1/GCA_033996785.1_ASM3399678v1_genomic.fna.gz,NA
ASM3343911v1,,Firmiana major,NA,2n=,haploid,GCA_033439115.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_033439115.1/,Chromosome,PacBio Sequel,hifiasm v. 0.16,1416462941,56422592,10,39,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/439/115/GCA_033439115.1_ASM3343911v1/GCA_033439115.1_ASM3343911v1_genomic.fna.gz,NA
ASM3464024v1,,Brassica oleracea var. botrytis,cauliflower,2n=,haploid,GCA_034640245.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_034640245.1/,Chromosome,Oxford Nanopore,NextDenovo v. 2.2,534419652,56484001,5,72,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/245/GCA_034640245.1_ASM3464024v1/GCA_034640245.1_ASM3464024v1_genomic.fna.gz,NA
ASM4129632v1,,Zanthoxylum nitidum,NA,2n=,haploid,GCA_041296325.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_041296325.1/,Chromosome,PacBio Sequel,Hifiasm v. 0.16,2232968228,57612201,17,275,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/296/325/GCA_041296325.1_ASM4129632v1/GCA_041296325.1_ASM4129632v1_genomic.fna.gz,NA
ASM3655364v1,,Solanum okadae,NA,2n=,haploid,GCA_036553645.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036553645.1/,Chromosome,PacBio Sequel,HiFiasm v. 0.16.1-r375,725849496,58363667,6,136,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/553/645/GCA_036553645.1_ASM3655364v1/GCA_036553645.1_ASM3655364v1_genomic.fna.gz,NA
FkHapA,,Firmiana kwangsiensis,NA,2n=,haploid,GCA_042479365.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_042479365.1/,Chromosome,PacBio Sequel,hifiasm v. 0.19.3,1168271197,58369891,9,21,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/479/365/GCA_042479365.1_FkHapA/GCA_042479365.1_FkHapA_genomic.fna.gz,NA
ASM4528139v1,,Chrysojasminum bignoniaceum,NA,2n=,haploid,GCA_045281395.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_045281395.1/,Contig,PacBio,Hifiasm v. 15.5,1079276953,58872764,8,345,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/045/281/395/GCA_045281395.1_ASM4528139v1/GCA_045281395.1_ASM4528139v1_genomic.fna.gz,38626764
