Assembly name,version,Species,Common name,Ploidy=Chr,haplotype,ID,Link (download),assembly quality (ie: Gold  draft  etc),Sequencer Reads,Assembly Method,Total Length (bp),N50 Length (bp),L50 (#),Contig (#),Number of Gaps,genus,family,order,class,phylum,group name,Link (FTP),Publication (PUBMED ID),Busco_cutoff
ysh_2023,nan,Helwingia omeiensis,nan,2n=,haploid,GCA_964187755.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964187755.2/,Chromosome,PacBio HiFi,hifiasm 0.19.6-r595,2748123328,6783361,119,2552,nan,Helwingia,Helwingiaceae,Aquifoliales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/187/755/GCA_964187755.2_ysh_2023/GCA_964187755.2_ysh_2023_genomic.fna.gz,na,False
COP,nan,Malus domestica,apple,2n=,haploid,GCA_033882905.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_033882905.1/,Chromosome,PacBio,FALCON v. 16.1,667623555,39172733,8,102,nan,Malus,Rosaceae,Rosales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/882/905/GCA_033882905.1_COP/GCA_033882905.1_COP_genomic.fna.gz,na,False
ASM1991520v1,nan,Eucalyptus rudis,moitch,2n=,haploid,GCA_019915205.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019915205.1/,Contig,PacBio Sequel II HiFi,hifiasm v. 0.8-r279,962168550,16549230,13,768,nan,Eucalyptus,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/915/205/GCA_019915205.1_ASM1991520v1/GCA_019915205.1_ASM1991520v1_genomic.fna.gz,34479618,False
dImpGla2.1,nan,Impatiens glandulifera,nan,2n=,haploid,GCA_907164915.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_907164915.1/,Chromosome,nan,nan,653571769,1916592,92,1970,nan,Impatiens,Balsaminaceae,Ericales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/907/164/915/GCA_907164915.1_dImpGla2.1/GCA_907164915.1_dImpGla2.1_genomic.fna.gz,na,False
ASM3707450v1,nan,Albizia julibrissin,silk tree,2n=,haploid,GCA_037074505.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_037074505.1/,Chromosome,PacBio HiFi,Hifiasm v. 0.19.5,704924734,43102934,7,215,nan,Albizia,Fabaceae,Fabales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/074/505/GCA_037074505.1_ASM3707450v1/GCA_037074505.1_ASM3707450v1_genomic.fna.gz,na,False
ASM3272785v1,nan,Quercus ilex subsp. ballota,nan,2n=,haploid,GCA_032727855.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_032727855.1/,Chromosome,PacBio,NextDenovo v. 2.5.0,841894789,3313408,73,524,nan,Quercus,Fagaceae,Fagales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/727/855/GCA_032727855.1_ASM3272785v1/GCA_032727855.1_ASM3272785v1_genomic.fna.gz,na,False
ABRC_BoA_1,nan,Brassica oleracea,wild cabbage,2n=,haploid,GCA_046630355.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_046630355.1/,Chromosome,Oxford Nanopore,Canu v. 2.0,562875583,52188377,5,289,nan,Brassica,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/630/355/GCA_046630355.1_ABRC_BoA_1/GCA_046630355.1_ABRC_BoA_1_genomic.fna.gz,na,False
V1.4,nan,Lindernia subracemosa,nan,2n=,haploid,GCA_028392965.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_028392965.1/,Contig,PacBio Sequel; Illumina,CANU v. 1.4; Pilon,248325943,1987748,37,328,nan,Lindernia,Linderniaceae,Lamiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/392/965/GCA_028392965.1_V1.4/GCA_028392965.1_V1.4_genomic.fna.gz,30361236,False
lsIriFoet1.hap1.1,nan,Iris foetidissima,nan,2n=,haploid,GCA_964204905.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964204905.1/,Chromosome,PacBio Arima2,various,6993956206,6530302,330,3221,nan,Iris,Iridaceae,Asparagales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/204/905/GCA_964204905.1_lsIriFoet1.hap1.1/GCA_964204905.1_lsIriFoet1.hap1.1_genomic.fna.gz,na,False
UVic_VacVit_m_1,nan,Vaccinium vitis-idaea var. minus,nan,2n=,haploid,GCA_034642315.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_034642315.1/,Contig,Oxford Nanopore MinION; Illumina NovaSeq,Canu v. 2.2; SmartDenovo v. 1.4.0,518641823,1400217,108,696,nan,Vaccinium,Ericaceae,Ericales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/642/315/GCA_034642315.1_UVic_VacVit_m_1/GCA_034642315.1_UVic_VacVit_m_1_genomic.fna.gz,38142435,False
Malus_sylvestris.pri,nan,Malus sylvestris,European crab apple,2n=,haploid,GCA_028456055.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_028456055.1/,Chromosome,Illumina,DeNovaMAGIC v. 3,660428816,18878997,11,5143,nan,Malus,Rosaceae,Rosales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/456/055/GCA_028456055.1_Malus_sylvestris.pri/GCA_028456055.1_Malus_sylvestris.pri_genomic.fna.gz,na,False
COB_r1.0,nan,Chamaecyparis obtusa,nan,2n=,haploid,GCA_027943335.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_027943335.1/,Contig,PacBio SequelII,Hifiasm v. 0.13,8513066914,1153237,2093,15466,nan,Chamaecyparis,Cupressaceae,Cupressales,Pinopsida,Streptophyta,seed plants,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/943/335/GCA_027943335.1_COB_r1.0/GCA_027943335.1_COB_r1.0_genomic.fna.gz,na,False
drCraLaev2.1,nan,Crataegus laevigata,nan,2n=,haploid,GCA_963580275.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963580275.1/,Chromosome,PacBio Arima2,various,653045427,19638000,14,65,nan,Crataegus,Rosaceae,Rosales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/580/275/GCA_963580275.1_drCraLaev2.1/GCA_963580275.1_drCraLaev2.1_genomic.fna.gz,na,False
ddImpParv1.hap2.1,nan,Impatiens parviflora,nan,2n=,haploid,GCA_965112315.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965112315.1/,Scaffold,PacBio Arima2,various,1642017061,2331056,219,1446,nan,Impatiens,Balsaminaceae,Ericales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/112/315/GCA_965112315.1_ddImpParv1.hap2.1/GCA_965112315.1_ddImpParv1.hap2.1_genomic.fna.gz,na,False
ASM3362920v1,nan,Lithocarpus polystachyus,nan,2n=,haploid,GCA_033629205.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_033629205.1/,Chromosome,PacBio HiFi; HiC,HiFiasm v. 0.18.6-r513,952371775,21361965,15,581,nan,Lithocarpus,Fagaceae,Fagales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/629/205/GCA_033629205.1_ASM3362920v1/GCA_033629205.1_ASM3362920v1_genomic.fna.gz,38057329,False
ASM2747565v1,nan,Sesamum schinzianum,nan,2n=,haploid,GCA_027475655.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_027475655.1/,Chromosome,PacBio RSII,CANU v. 2,704410239,7740107,32,1911,nan,Sesamum,Pedaliaceae,Lamiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/475/655/GCA_027475655.1_ASM2747565v1/GCA_027475655.1_ASM2747565v1_genomic.fna.gz,na,False
ASM3463969v1,nan,Brassica oleracea var. costata,tronchuda kale,2n=,haploid,GCA_034639695.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_034639695.1/,Chromosome,Oxford Nanopore,NextDenovo v. 2.2,539660415,3216193,40,384,nan,Brassica,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/639/695/GCA_034639695.1_ASM3463969v1/GCA_034639695.1_ASM3463969v1_genomic.fna.gz,na,False
ASM3363506v1,nan,Prunus mira,nan,2n=,haploid,GCA_033635065.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_033635065.1/,Chromosome,PacBio Sequel,NextDenovo v. 2.0,242197747,2422999,27,440,nan,Prunus,Rosaceae,Rosales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/635/065/GCA_033635065.1_ASM3363506v1/GCA_033635065.1_ASM3363506v1_genomic.fna.gz,34314676,False
ReSoon,nan,Reaumuria songarica,nan,2n=,haploid,GCA_040143545.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040143545.1/,Chromosome,PacBio Sequel,Hifiasm v. 0.16.1,1280320695,116152396,5,464,nan,Reaumuria,Tamaricaceae,Caryophyllales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/143/545/GCA_040143545.1_ReSoon/GCA_040143545.1_ReSoon_genomic.fna.gz,na,False
ASM3632164v1,nan,Quercus alba,white oak,2n=,haploid,GCA_036321645.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036321645.1/,Chromosome,PacBio Sequel; Illumina NovaSeq,Hifiasm v. 4.2.0,792297819,8849454,29,563,nan,Quercus,Fagaceae,Fagales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/321/645/GCA_036321645.1_ASM3632164v1/GCA_036321645.1_ASM3632164v1_genomic.fna.gz,na,False
ddPopNigr1.1,nan,Populus nigra,Lombardy poplar,2n=,haploid,GCA_951802175.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_951802175.1/,Chromosome,PacBio Arima2,various,413169411,3535101,40,298,nan,Populus,Salicaceae,Malpighiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/951/802/175/GCA_951802175.1_ddPopNigr1.1/GCA_951802175.1_ddPopNigr1.1_genomic.fna.gz,na,False
Qrubra_687_v2.0,nan,Quercus rubra,northern red oak,2n=,haploid,GCA_035136125.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_035136125.1/,Chromosome,Illumina NovaSeq; Illumina NextSeq; PacBio RSII,MECAT v. 1.3,732726406,1925189,108,1562,nan,Quercus,Fagaceae,Fagales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/136/125/GCA_035136125.1_Qrubra_687_v2.0/GCA_035136125.1_Qrubra_687_v2.0_genomic.fna.gz,37708394,False
ASM2087721v1,nan,Pterocarya stenoptera,nan,2n=,haploid,GCA_020877215.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_020877215.1/,Scaffold,Illumina HiSeq; PacBio,FALCON-Unzip v. MAY-2019,555035525,3071156,59,388,nan,Pterocarya,Juglandaceae,Fagales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/877/215/GCA_020877215.1_ASM2087721v1/GCA_020877215.1_ASM2087721v1_genomic.fna.gz,34687315,False
UTM_Sdiv_1.0,nan,Salvia divinorum,diviner's sage,2n=,haploid,GCA_041381175.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_041381175.1/,Chromosome,PacBio Revio,HiFiasm v. FEB-2024,541447152,41401808,5,28,nan,Salvia,Lamiaceae,Lamiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/381/175/GCA_041381175.1_UTM_Sdiv_1.0/GCA_041381175.1_UTM_Sdiv_1.0_genomic.fna.gz,na,False
drIleAqui2.1,nan,Ilex aquifolium,English holly,2n=,haploid,GCA_951799425.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_951799425.1/,Chromosome,PacBio Arima2,various,799957178,15160792,17,158,nan,Ilex,Aquifoliaceae,Aquifoliales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/951/799/425/GCA_951799425.1_drIleAqui2.1/GCA_951799425.1_drIleAqui2.1_genomic.fna.gz,na,False
MenthaSuaveolens85_v8,nan,Mentha suaveolens,applemint,2n=,haploid,GCA_041501505.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_041501505.1/,Chromosome,PacBio,FALCON v. JUN-2016,526267250,1062401,124,1186,nan,Mentha,Lamiaceae,Lamiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/501/505/GCA_041501505.1_MenthaSuaveolens85_v8/GCA_041501505.1_MenthaSuaveolens85_v8_genomic.fna.gz,na,False
ASM2874932v2,nan,Caryopteris x clandonensis,nan,2n=,haploid,GCA_028749325.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_028749325.2/,Scaffold,PacBio Sequel,IPA HiFi assembler v. 1.3.0,298389122,7499024,13,88,nan,Caryopteris,Lamiaceae,Lamiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/749/325/GCA_028749325.2_ASM2874932v2/GCA_028749325.2_ASM2874932v2_genomic.fna.gz,36771729;37375930,False
ASM3504859v1,nan,Echinosophora koreensis,nan,2n=,haploid,GCA_035048595.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_035048595.1/,Contig,PacBio Sequel,NextDenovo v. 2.5,623833342,4870512,34,551,nan,Echinosophora,Fabaceae,Fabales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/048/595/GCA_035048595.1_ASM3504859v1/GCA_035048595.1_ASM3504859v1_genomic.fna.gz,37608245,False
HS1_Sru_omap1_HYBRID_SCAFFOLD,nan,Sextonia rubra,nan,2n=,haploid,GCA_037013555.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_037013555.1/,Scaffold,PacBio HiFi,hifiASM v. 0.15.5,981470635,17823164,15,1958,nan,Sextonia,Lauraceae,Laurales,Magnoliopsida,Streptophyta,flowering plants,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/013/555/GCA_037013555.1_HS1_Sru_omap1_HYBRID_SCAFFOLD/GCA_037013555.1_HS1_Sru_omap1_HYBRID_SCAFFOLD_genomic.fna.gz,38412128,False
dmEscCali1.0.a,nan,Eschscholzia californica,California poppy,2n=,alternate-pseudohaplotype,GCA_041429965.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_041429965.1/,Scaffold,PacBio Sequel; Illumina NovaSeq; Dovetail OmniC,HiFiasm v. 0.19.5-r592; SALSA v. 2; YAGCloser v. https://github.com/merlyescalona/yagcloser,406198345,15159196,8,773,nan,Eschscholzia,Papaveraceae,Ranunculales,Magnoliopsida,Streptophyta,flowering plants,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/429/965/GCA_041429965.1_dmEscCali1.0.a/GCA_041429965.1_dmEscCali1.0.a_genomic.fna.gz,na,False
lpCarSylv1.1,nan,Carex sylvatica,nan,2n=,haploid,GCA_964058815.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964058815.1/,Chromosome,PacBio Arima2,various,363199551,2566127,44,251,nan,Carex,Cyperaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/058/815/GCA_964058815.1_lpCarSylv1.1/GCA_964058815.1_lpCarSylv1.1_genomic.fna.gz,na,False
OmerRS3,nan,Oryza meridionalis,Australian wild rice,2n=,haploid,GCA_000338895.3,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_000338895.3/,Chromosome,PacBio,CANU v. 1.5; MECAT v. 1.3; FALCON v. 2017.06.28-18.01-py2.7-ucs4,393637627,16096529,10,198,nan,Oryza,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/338/895/GCA_000338895.3_OmerRS3/GCA_000338895.3_OmerRS3_genomic.fna.gz,na,False
ASM3147098v1,nan,Agastache rugosa,nan,2n=,haploid,GCA_031470985.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_031470985.1/,Chromosome,Illumina NovaSeq; Oxford Nanopore GridION,SMARTdenovo v. AUG-2022; NextDenovo v. 2.3.1,410656262,3815778,31,241,nan,Agastache,Lamiaceae,Lamiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/470/985/GCA_031470985.1_ASM3147098v1/GCA_031470985.1_ASM3147098v1_genomic.fna.gz,na,False
Eutrema_parvulum_v01,nan,Schrenkiella parvula,nan,2n=,haploid,GCA_000218505.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_000218505.1/,Chromosome,454 GS FLX Titanium; Illumina GA II,Newbler v. 2.5; ABySS v. 1.2.1; minimus2,137069909,5288824,8,1490,nan,Schrenkiella,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/218/505/GCA_000218505.1_Eutrema_parvulum_v01/GCA_000218505.1_Eutrema_parvulum_v01_genomic.fna.gz,21822265,False
drTriSubt1.1,nan,Trifolium subterraneum,nan,2n=,haploid,GCA_951799995.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_951799995.1/,Chromosome,PacBio Arima2,various,483684882,1719271,84,573,nan,Trifolium,Fabaceae,Fabales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/951/799/995/GCA_951799995.1_drTriSubt1.1/GCA_951799995.1_drTriSubt1.1_genomic.fna.gz,na,False
ASM4611925v1,nan,Citrus australis,Australian lime,2n=,haploid,GCA_046119255.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_046119255.1/,Chromosome,PacBio Sequel,hifiasm v. 0.19.8,328454802,32038302,5,18,nan,Citrus,Rutaceae,Sapindales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/119/255/GCA_046119255.1_ASM4611925v1/GCA_046119255.1_ASM4611925v1_genomic.fna.gz,37213680,False
ASM1418257v1,nan,Eucalyptus decipiens,nan,2n=,haploid,GCA_014182575.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_014182575.1/,Chromosome,Oxford Nanopore MinION,Canu v. 1.9,590901663,1985744,91,552,nan,Eucalyptus,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/575/GCA_014182575.1_ASM1418257v1/GCA_014182575.1_ASM1418257v1_genomic.fna.gz,na,False
Chamomilla_reference_assembly_v1,nan,Matricaria chamomilla var. recutita,German chamomile,2n=,haploid,GCA_963920955.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963920955.1/,Chromosome,Illumina Novaseq 6000  PacBio Sequel II,TRITEX  hifiasm,2757670726,50350694,16,2662,nan,Matricaria,Asteraceae,Asterales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/920/955/GCA_963920955.1_Chamomilla_reference_assembly_v1/GCA_963920955.1_Chamomilla_reference_assembly_v1_genomic.fna.gz,na,False
daMatCham1.hap2.1,nan,Matricaria chamomilla,nan,2n=,haploid,GCA_964235185.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964235185.1/,Scaffold,PacBio Arima2,various,2569693033,6703000,114,1243,nan,Matricaria,Asteraceae,Asterales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/235/185/GCA_964235185.1_daMatCham1.hap2.1/GCA_964235185.1_daMatCham1.hap2.1_genomic.fna.gz,na,False
ASM2450002v1,nan,Syzygium aromaticum,clove,2n=,haploid,GCA_024500025.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_024500025.1/,Chromosome,Oxford Nanopore; Illumina,ratatosk v. 0.3.0; miniasm v. 0.3-r179; minipolish v. 0.1.2; ntedit v. 1.3.2; yahs v. 1.0,370221752,3818138,30,204,nan,Syzygium,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/500/025/GCA_024500025.1_ASM2450002v1/GCA_024500025.1_ASM2450002v1_genomic.fna.gz,35810198,False
ASM4014430v1,nan,Paulownia fortunei,nan,2n=,haploid,GCA_040144305.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040144305.1/,Chromosome,PacBio Sequel; Illumina HiSeq,CANU v. 2.0,476251295,7576378,23,803,nan,Paulownia,Paulowniaceae,Lamiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/144/305/GCA_040144305.1_ASM4014430v1/GCA_040144305.1_ASM4014430v1_genomic.fna.gz,na,False
ASM2056784v1,nan,Rhododendron henanense subsp. lingbaoense,nan,2n=,haploid,GCA_020567845.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_020567845.1/,Chromosome,PacBio Sequel II,mecat2 v. Dec-2019,634072283,2508181,66,732,nan,Rhododendron,Ericaceae,Ericales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/567/845/GCA_020567845.1_ASM2056784v1/GCA_020567845.1_ASM2056784v1_genomic.fna.gz,34652864,False
USFQ_Vflori_1,nan,Vaccinium floribundum,Colombian blueberry,2n=,haploid,GCA_040182545.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040182545.1/,Scaffold,Oxford Nanopore MinION; Illumina NovaSeq,Flye v. 2.9.2,528471362,4095922,38,1332,nan,Vaccinium,Ericaceae,Ericales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/182/545/GCA_040182545.1_USFQ_Vflori_1/GCA_040182545.1_USFQ_Vflori_1_genomic.fna.gz,na,False
ASM2234340v2,nan,Adiantum nelumboides,nan,2n=,haploid,GCA_022343405.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_022343405.2/,Contig,PacBio Sequel,Nextdenovo v. v2.3.0,6272107417,1373929,1324,11766,nan,Adiantum,Pteridaceae,Polypodiales,Polypodiopsida,Streptophyta,ferns,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/343/405/GCA_022343405.2_ASM2234340v2/GCA_022343405.2_ASM2234340v2_genomic.fna.gz,na,False
ASM3121623v1,nan,Syzygium jambos,rose-apple,2n=,haploid,GCA_031216235.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_031216235.1/,Chromosome,Oxford Nanopore; Illumina,Flye v. 2.9,426062599,2348588,53,602,nan,Syzygium,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/216/235/GCA_031216235.1_ASM3121623v1/GCA_031216235.1_ASM3121623v1_genomic.fna.gz,na,False
lpCypFusc1.hap1.1,nan,Cyperus fuscus,nan,2n=,haploid,GCA_964656925.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964656925.1/,Chromosome,PacBio Arima2,various,227438986,5024437,14,169,nan,Cyperus,Cyperaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/656/925/GCA_964656925.1_lpCypFusc1.hap1.1/GCA_964656925.1_lpCypFusc1.hap1.1_genomic.fna.gz,na,False
Opu_r1.4,nan,Ophiorrhiza pumila,nan,2n=,haploid,GCA_016586305.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_016586305.1/,Scaffold,PacBio RS II; PacBio Sequel,Canu v. 1.6,440093233,18486819,9,35,nan,Ophiorrhiza,Rubiaceae,Gentianales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/586/305/GCA_016586305.1_Opu_r1.4/GCA_016586305.1_Opu_r1.4_genomic.fna.gz,33452249,False
ZD_Sfla_1.0,nan,Sophora flavescens,nan,2n=,haploid,GCA_030762895.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030762895.1/,Chromosome,Oxford Nanopore PromethION,CANU v. 2.0,2073138482,2210727,275,7740,nan,Sophora,Fabaceae,Fabales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/762/895/GCA_030762895.1_ZD_Sfla_1.0/GCA_030762895.1_ZD_Sfla_1.0_genomic.fna.gz,na,False
ASM2240510v1,nan,Aristolochia contorta,bei ma dou ling,2n=,haploid,GCA_022405105.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_022405105.1/,Chromosome,Oxford Nanopore PromethION; Illumina HiSeq,Canu v. March-2019; wtbdg2 v. March-2019; smartdenovo v. March-2019,210526771,2315928,21,224,nan,Aristolochia,Aristolochiaceae,Piperales,Magnoliopsida,Streptophyta,flowering plants,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/105/GCA_022405105.1_ASM2240510v1/GCA_022405105.1_ASM2240510v1_genomic.fna.gz,35147168,False
drUmbRupe1.1,nan,Umbilicus rupestris,nan,2n=,haploid,GCA_963678935.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963678935.1/,Chromosome,PacBio Arima2,various,352089855,1868560,65,390,nan,Umbilicus,Crassulaceae,Saxifragales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/678/935/GCA_963678935.1_drUmbRupe1.1/GCA_963678935.1_drUmbRupe1.1_genomic.fna.gz,na,False
ASM3742876v1,nan,Rubia yunnanensis,nan,2n=,haploid,GCA_037428765.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_037428765.1/,Chromosome,PacBio Sequel II,HiFiasm v. 0.15.3,1272169082,41755210,10,87,nan,Rubia,Rubiaceae,Gentianales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/428/765/GCA_037428765.1_ASM3742876v1/GCA_037428765.1_ASM3742876v1_genomic.fna.gz,na,False
